iterations,mean_reward,max_reward,total_loss,policy_loss,kl_loss,mean_diversity
1,0.6179461643440873,1.0,-0.04763336107134819,-0.04972917586565018,0.0020958164241164923,0.5257113729644064
2,0.8757882362606384,0.9982928702289882,4306.2744140625,-0.04262794926762581,4306.31689453125,0.37254857972454664
3,0.8794535289144451,0.9989660055970305,146815.59375,-0.09869185090065002,146815.6875,0.18712178149290049
4,0.5190081734888586,0.9211719615075861,78.86459350585938,-0.023165589198470116,78.88775634765625,0.42342792037353455
5,0.3492743961651572,0.690665316277469,0.2105705887079239,-0.06337012350559235,0.27394071221351624,0.35863477794408594
6,0.4944845897809146,0.7089596055425688,1.366470456123352,-0.1293884813785553,1.495858907699585,0.5878090250635536
7,0.5959703136684468,0.8104671891409335,0.07787021994590759,-0.06412065029144287,0.14199087023735046,0.4599485493143915
8,0.6623426743786958,0.8040559848366349,0.055556073784828186,-0.032771676778793335,0.08832775056362152,0.4681050908497673
9,0.8121126173153892,0.9422305063985733,-0.00434485450387001,-0.04405011981725693,0.03970526531338692,0.3966897241333437
10,0.830176405443797,0.956644311933202,0.06282821297645569,-0.045667268335819244,0.10849548131227493,0.4520966007312207
11,0.8410285721127644,0.988053868497276,-0.017329979687929153,-0.06641753017902374,0.04908755049109459,0.5528335543967942
12,0.8007905199095801,0.9292758909885878,-0.0007360652089118958,-0.07897691428661346,0.07824084907770157,0.4250020870576248
13,0.8141135248640693,0.9743193066991028,-0.04306630790233612,-0.08922089636325836,0.04615458846092224,0.48683764996527557
14,0.8091970692469036,0.9326565460955111,-0.030786417424678802,-0.07516130805015564,0.04437489062547684,0.5357075864138232
15,0.7931872723483203,0.9384103170189431,-0.009434472769498825,-0.05135340243577957,0.041918929666280746,0.37709342509440846
16,0.8155081061750665,0.933092793575562,0.028096742928028107,-0.014602462761104107,0.04269920662045479,0.3523630809015509
17,0.8075116164196247,0.9316405562608745,-0.0014848634600639343,-0.04223091900348663,0.0407460555434227,0.41910627462704936
18,0.8316334149381042,0.9257134774017701,-0.0023151934146881104,-0.04819867014884949,0.04588347673416138,0.49238006239149823
19,0.8072311754641228,0.9241042372595419,0.02768079563975334,-0.022033419460058212,0.049714215099811554,0.4814890464709106
20,0.8327998931658804,0.9412860808292759,0.01641685888171196,-0.03008103370666504,0.046497892588377,0.4097165057104917
21,0.8302410548981003,0.9673658908028345,0.019691918045282364,-0.03503865376114845,0.05473057180643082,0.5168778494788635
22,0.8327575697825137,0.9428258305730712,-0.0071629248559474945,-0.04759771749377251,0.04043479263782501,0.4082632427389122
23,0.851389351328954,0.9607262166881713,0.014713892713189125,-0.025957779958844185,0.04067167267203331,0.5392778868572359
24,0.8254403206065231,0.9435560700980942,0.011558357626199722,-0.023700319230556488,0.03525867685675621,0.47646552716273904
25,0.8239068049003246,0.9527527301051258,-0.0416179820895195,-0.08072388917207718,0.03910590708255768,0.534613988499441
26,0.796896084931916,0.9508926277574633,-0.1353360414505005,-0.18740080296993256,0.052064765244722366,0.5175147781858025
27,0.7892225432725902,0.9390206650307182,-0.14906449615955353,-0.18419945240020752,0.03513495996594429,0.39787043050887966
28,0.8010354260456247,0.9343263618592691,-0.11296385526657104,-0.16616946458816528,0.05320560932159424,0.5278488322380787
29,0.7879642598975984,0.9141321306300054,-0.15153291821479797,-0.22347691655158997,0.07194399833679199,0.40762166221205076
30,0.7959806949553666,0.9247420257447505,-0.15720811486244202,-0.2073800265789032,0.05017191171646118,0.5844238588174099
31,0.7872421317742428,0.941951319445285,-0.08997386693954468,-0.1297207921743393,0.03974692150950432,0.4346494512732123
32,0.7617185705851817,0.9136228034301334,-0.22261065244674683,-0.2738589644432068,0.05124831572175026,0.37308549637919064
33,0.7967500129476098,0.9456021599498231,-0.20300555229187012,-0.28657668828964233,0.08357112854719162,0.4822311349324295
34,0.797217301299195,0.9356162595573547,-0.22071577608585358,-0.276101678609848,0.055385902523994446,0.4904210969126003
35,0.8149436077253404,0.9617191906921746,-0.17607752978801727,-0.2886078655719757,0.11253033578395844,0.5099094799759811
36,0.7392932219233852,0.9260362322273182,-0.08446963131427765,-0.25960659980773926,0.1751369684934616,0.5594828161540685
37,0.7346591279004506,0.9440949649966549,-0.19924446940422058,-0.30283764004707336,0.10359317809343338,0.524491991762035
38,0.7332213157765852,0.9387201307320786,-0.2657098174095154,-0.36549848318099976,0.09978867322206497,0.483724969756327
39,0.7679518015789442,0.9204071896236344,0.11015665531158447,-0.6101037263870239,0.7202603816986084,0.382261301861495
40,0.7805306648616713,0.9275706529139631,-0.23909741640090942,-0.3102133274078369,0.0711159035563469,0.4360829980010499
41,0.807994441547367,0.933808436615764,-0.013765104115009308,-0.05869758129119873,0.04493247717618942,0.45161083530552615
42,0.8226247154551192,0.9444496862311935,-0.06142710521817207,-0.10176010429859161,0.04033299908041954,0.41963599712198474
43,0.8171073808557101,0.9291189412486289,-0.10965834558010101,-0.15925708413124084,0.04959873482584953,0.4581141948201387
44,0.8141988209286111,0.988583534640613,-0.17073021829128265,-0.33925461769104004,0.16852439939975739,0.4328843606337664
45,0.80660414884158,0.9584835628780539,-0.20304656028747559,-0.3428705036640167,0.13982394337654114,0.44715412488783224
46,0.8199387205324962,0.9522355578267956,-0.10972592234611511,-0.2056637555360794,0.0959378331899643,0.46429242551715877
47,0.7876497315965926,0.930314759194326,-0.31517159938812256,-0.41945430636405945,0.10428269952535629,0.5554555327210335
48,0.7542361262708643,0.9660661694802181,0.6641061305999756,-0.93378746509552,1.5978935956954956,0.4830512247642452
49,0.7408572494521208,0.9841333968987611,-0.43763139843940735,-0.9151549339294434,0.477523535490036,0.5085415636592713
50,0.7328160397775626,0.9275386356823805,-0.04105466604232788,-0.2917221486568451,0.2506674826145172,0.5026730926253546
51,0.7164664175512125,0.8829796419311964,-0.056261733174324036,-0.19948166608810425,0.1432199329137802,0.52033479575791
52,0.7104294762813625,0.9536813836297394,-0.008590303361415863,-0.07755844295024872,0.06896813958883286,0.4087469807907543
53,0.7201153432811991,0.9770500198944203,0.20908398926258087,-0.02206488512456417,0.2311488687992096,0.34329433999550374
54,0.7274489911878974,0.9070686894543374,-0.04822554439306259,-0.16551648080348969,0.1172909364104271,0.365040093818245
55,0.7896544813898072,0.9648936146702511,-0.04383938014507294,-0.09186112135648727,0.04802174121141434,0.6151211724945465
56,0.8388564953578611,0.9602071425575313,0.02015194110572338,-0.01934475265443325,0.03949669376015663,0.5569267685498882
57,0.824975446438966,0.9452271860950129,0.01559174433350563,-0.025918591767549515,0.041510336101055145,0.4340449437581184
58,0.8470168983525153,0.9404226585291995,0.03361205756664276,-0.006366225890815258,0.039978284388780594,0.4641791585393138
59,0.835152996374864,0.9349997357518115,0.06947378814220428,0.029974177479743958,0.03949960693717003,0.5630531807613692
60,0.8269985765528285,0.9438358024841681,0.02012883871793747,-0.02426701784133911,0.04439585655927658,0.49702668584544224
61,0.8403823202043659,0.9555264123705165,0.0791734904050827,0.03746483102440834,0.04170865938067436,0.5402444263114361
62,0.8359941743005479,0.957997738550418,0.01402258686721325,-0.029625179246068,0.04364776611328125,0.43691930668365
63,0.8228490998992071,0.9536357904223884,0.011136822402477264,-0.03009483590722084,0.041231658309698105,0.46563055988425517
64,0.8373161534727294,0.9447604065119238,0.02912423014640808,-0.012697219848632812,0.041821449995040894,0.5521719227778916
65,0.8306296423557136,0.9218852321534889,0.028369292616844177,-0.013168483972549438,0.041537776589393616,0.46962590902452145
66,0.8409711923979187,0.9744230594627874,0.019149499014019966,-0.020976221188902855,0.04012572020292282,0.5100229501643421
67,0.839726385538898,0.9401239983313706,-0.02713329717516899,-0.06816546618938446,0.04103216901421547,0.3751746526214571
68,0.8417812967315665,0.9488482837616973,-0.02113533765077591,-0.059574078768491745,0.038438741117715836,0.5142954862362857
69,0.8263671213638569,0.9501121895742024,0.015996765345335007,-0.025799088180065155,0.04179585352540016,0.5553214851267749
70,0.8342177095984564,0.9410738624423605,0.004611402750015259,-0.03708736598491669,0.041698768734931946,0.4163093642847362
71,0.8338201942906709,0.9748988135291181,0.01236574538052082,-0.028594819828867912,0.04096056520938873,0.4709955889690059
72,0.8230394464045125,0.9268147800508368,-0.02762128785252571,-0.06756875663995743,0.03994746878743172,0.4795651511245905
